doc_id	table_index	rows	cols	p-value	metadata
19801982	1	25	10	5.7E-15   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	9	15	9.4E-12   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	18	9	1.1E-05   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	9	10	9.5E-10   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	19	16	5.8E-08   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	13	10	6.0E-08   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	23	10	3.7E-10   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	23	9	6.1E-11   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	12	16	2.7E-09   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	26	15	7.1E-09   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	26	16	2.6E-08   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	27	9	4.7E-08   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	9	16	5.4E-11   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	21	9	3.2E-10   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	28	15	1.9E-04   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	21	10	1.7E-09   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	17	9	1.5E-08   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	28	9	1.3E-08   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	5	16	1.1E-11   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	17	10	5.7E-08   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	5	9	3.3E-13   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	23	16	9.6E-08   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	14	10	5.0E-08   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	6	16	3.4E-09   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	21	15	8.8E-08   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	10	10	5.5E-09   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	25	9	3.5E-16   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	21	16	2.6E-07   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	11	10	1.0E-08   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	19	15	1.7E-08   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	27	15	9.7E-05   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	7	19	3.2E-08   	['Site', 'Specificity', 'H', 'o', ':\xce\xb2', 'LS', '=\xce\xb2', 'FN', 'P-value']
19801982	1	14	15	3.6E-06   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	5	10	3.1E-12   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	29	9	5.4E-25   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	29	10	4.6E-23   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	24	10	9.3E-09   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	30	10	3.8E-08   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	6	9	1.7E-04   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	6	10	3.1E-04   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	8	15	8.9E-04   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	17	15	7.8E-07   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	4	16	1.2E-11   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	12	19	1.5E-10   	['Site', 'Specificity', 'H', 'o', ':\xce\xb2', 'LS', '=\xce\xb2', 'FN', 'P-value']
19801982	1	30	9	9.4E-09   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	4	9	2.6E-13   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	25	15	5.4E-08   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	23	15	3.0E-08   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	4	10	2.5E-12   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	7	15	1.3E-13   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	6	15	8.1E-10   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	10	9	1.1E-09   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	22	9	7.6E-10   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	17	16	2.0E-06   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	22	10	3.8E-09   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	24	16	9.1E-10   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	8	10	5.2E-09   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	28	10	5.2E-08   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	19	9	4.0E-06   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	29	15	3.9E-04   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	25	16	1.7E-07   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	18	10	2.4E-05   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	24	9	2.0E-09   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	16	9	1.6E-08   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	29	19	1.1E-06   	['Site', 'Specificity', 'H', 'o', ':\xce\xb2', 'LS', '=\xce\xb2', 'FN', 'P-value']
19801982	1	4	15	1.8E-12   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	13	9	1.7E-08   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	14	16	8.3E-06   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	22	16	1.5E-07   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	14	9	1.4E-08   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	8	16	1.4E-03   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	16	10	6.3E-08   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	18	15	4.0E-09   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	5	15	1.7E-12   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	19	10	1.0E-05   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	27	10	1.7E-07   	['Lumbar spine BMD', 'OMA-GC', 'P-value']
19801982	1	10	16	2.9E-11   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	18	16	1.5E-08   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19801982	1	9	9	1.7E-10   	['Lumbar spine BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	10	15	4.7E-12   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	13	15	1.7E-07   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	12	15	6.4E-10   	['Femoral neck BMD', 'Effect estimate (in SD)', 'P-value']
19801982	1	13	16	4.9E-07   	['Femoral neck BMD', 'OMA-GC', 'P-value']
19812673	2	2	5	4.50E-06  	['P']
19812673	2	3	5	7.20E-05  	['P']
19812673	2	1	5	0.000009581	['P']
19915575	2	6	10	5.52E-09  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	7	6	3.60E-08  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	8	10	3.75E-08  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	5	14	1.67E-14  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	3	10	1.69E-09  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	13	6	4.31E-03  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	12	14	6.11E-07  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	5	6	3.44E-07  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	4	6	5.05E-08  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	19	14	1.55E-05  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	12	10	1.81E-03  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	17	14	9.52E-05  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	13	14	7.60E-04  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	12	6	1.30E-04  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	6	14	2.24E-16  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	11	14	7.29E-08  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	16	6	6.50E-03  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	11	6	1.90E-04  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	5	10	3.21E-08  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	3	6	1.42E-07  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	7	14	3.74E-15  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	17	6	4.00E-05  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	6	6	5.69E-09  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	18	6	5.03E-06  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	7	10	3.39E-08  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	3	14	1.95E-16  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	19	6	2.20E-04  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	18	14	7.81E-03  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	8	6	4.78E-08  	['Stage I', 'p-value', 'Genome-wide significant loci']
19915575	2	8	14	1.62E-14  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19915575	2	11	10	1.96E-04  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	4	10	7.95E-08  	['Stage II', 'p value', 'Genome-wide significant loci']
19915575	2	4	14	1.09E-14  	['Stage I + II combined', 'p value', 'Genome-wide significant loci']
19961619	4	7	7	0.00005   	['p-value', 'reference']
20011104	2	5	7	3.0E-12   	['P-Value']
20011104	2	3	7	9.2E-19   	['P-Value']
20011104	2	2	7	1.2E-21   	['P-Value']
20011104	2	4	7	2.2E-18   	['P-Value']
20011104	2	1	7	2.9E-08   	['P-Value']
20038947	6	33	15	6.01E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	20	11	2.33E-04  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	21	15	9.64E-07  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	5	27	13	4.30E-02  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	5	4	9	3.93E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	33	13	1.70E-05  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	5	33	13	9.19E-06  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	5	12	15	6.98E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	28	9	5.08E-03  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	20	9	3.38E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	31	11	2.46E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	34	13	6.05E-03  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	5	4	11	5.39E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	6	13	13	4.03E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	5	34	15	7.80E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	10	9	1.99E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	21	15	6.84E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	27	15	3.18E-08  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	23	9	8.53E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	4	5	7	3.20E-05  	['P']
20038947	6	22	9	2.46E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	4	3	7	1.96E-05  	['P']
20038947	6	7	11	4.19E-03  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	5	9	3.62E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	21	13	8.66E-05  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	5	19	11	2.92E-04  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	6	15	1.11E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	32	9	1.86E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	6	13	6.89E-02  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	27	11	7.23E-03  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	29	9	1.36E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	6	26	11	1.64E-05  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	20	15	5.75E-07  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	19	15	6.54E-08  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	5	10	13	5.27E-03  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	22	11	2.42E-03  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	30	11	1.30E-03  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	20	11	4.18E-02  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	28	15	4.54E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	27	15	1.71E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	14	11	9.00E-05  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	10	9	2.90E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	19	13	3.68E-03  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	7	15	4.73E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	21	11	3.39E-03  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	27	9	3.23E-07  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	8	15	5.39E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	5	10	15	6.11E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	33	9	4.61 E-02 	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	11	15	6.52E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	9	13	5.13E-02  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	5	19	15	5.42E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	15	11	1.16E-02  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	9	11	1.51E-01  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	22	9	1.39E-02  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	4	8	7	4.13E-05  	['P']
20038947	6	7	9	5.41 E-03 	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	34	11	7.23E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	4	22	7	1.22E-04  	['P']
20038947	5	7	9	7.64E-05  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	28	15	1.91E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	4	13	3.94E-02  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	4	1	7	1.73E-06  	['P']
20038947	5	5	13	1.47E-01  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	4	13	7	6.84E-05  	['P']
20038947	5	18	9	2.75E-02  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	17	11	4.07E-02  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	20	13	7.37E-04  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	6	11	1.87E-02  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	22	13	2.58E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	4	6	7	3.85E-05  	['P']
20038947	5	23	15	9.10E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	14	13	7.64E-04  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	5	29	13	3.42E-01  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	19	11	6.06E-05  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	17	13	7.75E-04  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	32	13	1.40E-02  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	5	28	11	4.44E-05  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	6	5	13	3.56E-02  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	6	22	15	9.53E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	4	11	7	6.05E-05  	['P']
20038947	6	4	9	2.93E-01  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	22	15	7.55E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	6	9	1.23E-04  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	29	15	2.71E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	8	9	1.48E-03  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	4	4	7	2.96E-05  	['P']
20038947	5	17	15	1.88E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	11	11	1.84E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	6	9	9	1.97E-03  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	8	9	3.06E-07  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	8	11	2.38E-03  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	21	9	8.53E-02  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	6	11	4.76E-04  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	11	13	1.07E-05  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	31	9	3.77E-03  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	6	31	11	3.47E-03  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	33	15	6.44E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	12	11	2.38E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	20	15	6.49E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	13	9	6.85E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	6	28	11	1.44E-04  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	16	9	1.68E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	12	9	1.41E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	30	13	1.72E-02  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	5	11	9	7.29E-02  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	21	11	2.05E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	12	13	4.34E-03  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	5	30	9	1.93E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	10	11	9.11E-04  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	29	11	5.91E-05  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	6	26	15	3.71E-07  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	5	15	1.88E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	5	23	11	1.91E-02  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	4	21	7	1.18E-04  	['P']
20038947	5	16	13	6.72E-03  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	7	13	1.55E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	6	29	13	1.20E-02  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	6	5	11	2.49E-06  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	29	9	4.92E-05  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	17	9	8.80E-04  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	32	11	1.27E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	6	15	15	9.50E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	31	13	1.96E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	5	5	15	7.68E-07  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	30	9	9.52E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	4	16	7	8.10E-05  	['P']
20038947	6	30	13	1.01E-06  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	4	19	7	1.05E-04  	['P']
20038947	6	26	9	3.47E-02  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	6	12	13	2.77E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	4	18	7	1.04E-04  	['P']
20038947	6	31	15	5.29E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	21	13	1.13E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	5	27	11	1.80E-02  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	31	9	5.16E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	4	12	7	6.23E-05  	['P']
20038947	6	9	15	5.56E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	5	33	11	2.72E-04  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	4	14	7	7.10E-05  	['P']
20038947	4	7	7	3.98E-05  	['P']
20038947	5	9	9	2.58E-04  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	6	30	15	3.40E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	6	15	13	8.94E-02  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	4	2	7	1.87E-05  	['P']
20038947	5	4	13	8.18E-05  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	5	12	9	4.51E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	4	17	7	8.43E-05  	['P']
20038947	6	13	11	1.67E-04  	['--GenRED--', 'P', 'ALL-NARROW']
20038947	5	5	9	4.82E-03  	['--GAIN-MDD--', 'P', 'ALL-BROAD']
20038947	5	16	15	1.23E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	4	15	6.04E-07  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	4	10	7	5.01E-05  	['P']
20038947	5	9	15	5.32E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	5	10	11	3.70E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	18	11	1.80E-03  	['--GenRED--', 'P', 'ALL-BROAD']
20038947	5	32	15	6.19E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	6	13	2.10E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
20038947	6	10	15	7.92E-06  	['Meta-analysis', 'P', 'ALL-NARROW']
20038947	5	9	13	1.68E-03  	['--STAR*D--', 'P', 'ALL-BROAD']
20038947	6	32	9	1.94E-03  	['--GAIN-MDD--', 'P', 'ALL-NARROW']
20038947	5	29	15	4.89E-06  	['Meta-analysis', 'P', 'ALL-BROAD']
20038947	6	19	13	2.70E-03  	['--STAR*D--', 'P', 'ALL-NARROW']
